,price(£),mileage(mi),door_count,body_style,engine_size(cc),transmission,year,brand,model
1604,4900,74000.0,5.0,MPV,1997.0,Manual,2011.0,Ford,Galaxy
1605,1995,78500.0,5.0,MPV,1598.0,Manual,2007.0,Renault,Scenic
1606,4750,36000.0,5.0,MPV,1490.0,Automatic,2008.0,Nissan,Cube
1607,4980,50800.0,5.0,MPV,1560.0,Manual,2011.0,Ford,Grand
1608,6750,31633.0,5.0,MPV,1198.0,Automatic,2014.0,Nissan,Note
1609,15999,36487.0,5.0,MPV,1968.0,Automatic,2016.0,Volkswagen,Caddy
1610,11295,17000.0,5.0,MPV,1395.0,Automatic,2015.0,Volkswagen,Golf
1611,10849,15101.0,5.0,MPV,999.0,Manual,2016.0,Ford,C-Max
1612,19000,26000.0,5.0,MPV,1997.0,Manual,2018.0,Ford,Galaxy
1613,7895,24000.0,5.0,MPV,1598.0,Manual,2015.0,Skoda,Roomster
1614,5850,33801.0,5.0,MPV,1560.0,Manual,2014.0,Citroen,Berlingo
1615,8690,24831.0,5.0,MPV,1582.0,Manual,2016.0,Kia,Venga
1616,8995,59852.0,5.0,MPV,3500.0,Automatic,2006.0,Nissan,Elgrand
1617,1295,138000.0,5.0,MPV,1910.0,Manual,2007.0,Vauxhall,Zafira
1618,13990,29107.0,5.0,MPV,1560.0,Automatic,2018.0,Citroen,C4
1619,2995,88800.0,5.0,MPV,1461.0,Manual,2006.0,Renault,Kangoo
1620,11750,68000.0,5.0,MPV,2360.0,Manual,2013.0,Toyota,Estima
1621,7495,71054.0,5.0,MPV,2400.0,Manual,2004.0,Toyota,Alphard
1622,10990,14000.0,5.0,MPV,1560.0,Manual,2016.0,Peugeot,Partner
1623,11000,49000.0,5.0,MPV,1968.0,Automatic,2015.0,Seat,Alhambra
1624,3995,66602.0,5.0,MPV,1560.0,Manual,2011.0,Citroen,C3
1625,18999,4898.0,5.0,MPV,999.0,Manual,2019.0,Volkswagen,Touran
1626,2395,25000.0,5.0,MPV,1149.0,Manual,2005.0,Renault,Kangoo
1627,6400,29685.0,5.0,MPV,1596.0,Automatic,2013.0,Ford,B-MAX
1628,1995,127144.0,5.0,MPV,1998.0,Manual,2004.0,Honda,Fr-V
1629,1295,88000.0,5.0,MPV,1598.0,Manual,2007.0,Renault,Scenic
1630,6299,45770.0,5.0,MPV,1796.0,Manual,2014.0,Vauxhall,Zafira
1631,15470,26233.0,5.0,MPV,1968.0,Manual,2016.0,Seat,Alhambra
1632,51899,6570.0,5.0,MPV,2000.0,Automatic,2019.0,Volkswagen,California
1633,10599,15002.0,5.0,MPV,1364.0,Automatic,2015.0,Vauxhall,Zafira
1634,16398,34002.0,5.0,MPV,1997.0,Manual,2016.0,Ford,Galaxy
1635,2495,87665.0,5.0,MPV,1991.0,Manual,2007.0,Kia,Carens
1636,1295,110500.0,5.0,MPV,1668.0,Manual,2005.0,Honda,Fr-V
1637,10499,37660.0,5.0,MPV,1560.0,Manual,2016.0,Citroen,C4
1638,2295,105706.0,5.0,MPV,1753.0,Manual,2006.0,Ford,Galaxy
1640,4000,81486.0,5.0,MPV,1997.0,Manual,2010.0,Ford,S-Max
1641,14695,1935.0,5.0,MPV,1199.0,Manual,2018.0,Citroen,C3
1642,6221,50563.0,5.0,MPV,1560.0,Manual,2011.0,Peugeot,Partner
1643,2495,74000.0,5.0,MPV,1560.0,Automatic,2008.0,Citroen,C4
1644,13000,17519.0,5.0,MPV,1997.0,Manual,2017.0,Ford,Grand
1645,13000,37183.0,5.0,MPV,1956.0,Automatic,2017.0,Vauxhall,Zafira
1646,9499,54465.0,5.0,MPV,1968.0,Manual,2012.0,Seat,Alhambra
1647,6995,64000.0,5.0,MPV,3490.0,Automatic,2006.0,Nissan,Elgrand
1648,29995,62000.0,5.0,MPV,2993.0,Automatic,2014.0,Land-Rover,Range-Rover-Sport
1649,11224,30509.0,5.0,MPV,1364.0,Automatic,2016.0,Vauxhall,Zafira
1650,5995,47042.0,5.0,MPV,1582.0,Manual,2013.0,Kia,Venga
1651,5499,54391.0,5.0,MPV,1598.0,Manual,2014.0,Vauxhall,Meriva
1652,22499,9232.0,5.0,MPV,2000.0,Manual,2019.0,Volkswagen,Sharan
1653,11495,10339.0,5.0,MPV,1591.0,Manual,2017.0,Kia,Venga
1654,16499,33500.0,5.0,MPV,2000.0,Automatic,2017.0,Volkswagen,Touran
1655,15500,23137.0,5.0,MPV,2000.0,Automatic,2016.0,Ford,Kuga
1656,3475,80000.0,5.0,MPV,1686.0,Manual,2011.0,Vauxhall,Zafira
1657,2499,91309.0,5.0,MPV,1461.0,Manual,2009.0,Renault,Scenic
1658,1695,41000.0,5.0,MPV,1599.0,Automatic,2005.0,Hyundai,Matrix
1659,1999,68000.0,5.0,MPV,1596.0,Manual,2008.0,Ford,C-Max
1660,4495,64202.0,5.0,MPV,1598.0,Manual,2012.0,Peugeot,5008
1662,5995,36000.0,5.0,MPV,1397.0,Manual,2013.0,Citroen,C3
1663,2495,74000.0,5.0,MPV,1699.0,Manual,2007.0,Mercedes-Benz,B
1664,12990,33181.0,5.0,MPV,1560.0,Manual,2016.0,Citroen,C4
1665,5490,45800.0,5.0,MPV,1560.0,Automatic,2011.0,Peugeot,Partner
1666,8990,10793.0,5.0,MPV,1596.0,Automatic,2016.0,Ford,B-MAX
1667,16990,31000.0,5.0,MPV,1598.0,Automatic,2017.0,Volkswagen,Touran
1668,16998,7993.0,6.0,MPV,1500.0,Manual,2019.0,Peugeot,Expert
1669,6495,37000.0,5.0,MPV,1596.0,Automatic,2013.0,Ford,B-MAX
1670,3995,53200.0,5.0,MPV,1398.0,Manual,2013.0,Vauxhall,Meriva
1671,10400,20411.0,5.0,MPV,1400.0,Manual,2016.0,Vauxhall,Zafira
1672,8500,88570.0,5.0,MPV,1997.0,Manual,2015.0,Ford,S-Max
1673,19000,453.0,5.0,MPV,2000.0,Automatic,2019.0,Ford,Kuga
1674,1795,97800.0,5.0,MPV,1798.0,Manual,2008.0,Ford,C-Max
1675,15000,9526.0,5.0,MPV,1500.0,Manual,2018.0,Vauxhall,Combo
1676,18000,19763.0,5.0,MPV,1500.0,Manual,2017.0,Ford,Galaxy
1677,4950,48348.0,5.0,MPV,1582.0,Manual,2011.0,Kia,Carens
1678,19490,685.0,5.0,MPV,1500.0,Manual,2019.0,Citroen,Berlingo
1679,4250,74000.0,5.0,MPV,1598.0,Manual,2011.0,Skoda,Roomster
1680,2695,89000.0,5.0,MPV,1596.0,Manual,2008.0,Ford,C-Max
1681,7999,75000.0,4.0,MPV,2490.0,Automatic,2001.0,Mazda,Bongo
1682,8991,48000.0,5.0,MPV,1968.0,Manual,2015.0,Skoda,Yeti
1683,15499,21630.0,5.0,MPV,1968.0,Automatic,2016.0,Seat,Alhambra
1684,1950,107835.0,5.0,MPV,1598.0,Automatic,2007.0,Skoda,Roomster
1685,8295,50000.0,5.0,MPV,1600.0,Manual,2016.0,Vauxhall,Zafira
1686,4995,98500.0,5.0,MPV,2199.0,Manual,2011.0,Kia,Sedona
1687,3999,61000.0,5.0,MPV,1364.0,Manual,2011.0,Vauxhall,Meriva
1688,8499,33462.0,5.0,MPV,1364.0,Manual,2015.0,Vauxhall,Zafira
1689,16290,22000.0,5.0,MPV,1499.0,Manual,2016.0,Ford,S-Max
1690,2795,51000.0,5.0,MPV,1998.0,Manual,2009.0,Renault,Grand
1693,7899,16110.0,5.0,MPV,1198.0,Automatic,2015.0,Nissan,Note
1694,8495,79160.0,5.0,MPV,1997.0,Automatic,2014.0,Ford,Galaxy
1695,4890,52012.0,5.0,MPV,1560.0,Manual,2012.0,Citroen,C4
